score_id,round_id,hole_number,par,strokes,fairway_hit,green_in_regulation,putts
880,49,16,3,3,,1,1
881,49,17,4,3,1,1,1
882,49,18,3,2,,1,1
883,50,1,5,5,1,0,3
884,50,2,4,4,0,1,2
885,50,3,3,2,,1,1
886,50,4,5,5,1,0,1
887,50,5,4,6,1,0,1
888,50,6,4,3,0,1,1
889,50,7,4,3,0,1,1
890,50,8,5,4,1,1,1
891,50,9,4,5,1,0,2
892,50,10,4,4,0,1,2
893,50,11,4,4,1,1,3
894,50,12,4,3,0,1,1
895,50,13,4,3,0,1,1
896,50,14,5,6,1,0,2
897,50,15,4,3,0,1,1
898,50,16,3,3,,1,2
899,50,17,4,4,1,1,1
900,50,18,3,3,,1,2
901,51,1,5,6,1,0,2
902,51,2,4,4,1,1,2
903,51,3,3,3,,1,2
904,51,4,5,6,0,0,3
905,51,5,4,4,0,1,2
906,51,6,4,4,1,1,2
907,51,7,4,4,0,1,2
908,51,8,5,6,0,0,2
909,51,9,4,5,1,0,3
910,51,10,4,4,1,1,1
911,51,11,4,4,1,1,1
912,51,12,4,4,0,1,3
913,51,13,4,4,0,1,3
914,51,14,5,5,1,0,3
915,51,15,4,4,0,1,2
916,51,16,3,2,,1,1
917,51,17,4,3,1,1,1
918,51,18,3,4,,0,3
919,52,1,5,5,1,0,2
920,52,2,4,3,1,1,1
921,52,3,3,5,,0,2
922,52,4,5,6,1,0,2
923,52,5,4,4,1,1,2
924,52,6,4,4,1,1,2
925,52,7,4,5,1,0,2
926,52,8,5,6,1,0,2
927,52,9,4,4,1,1,2
928,52,10,4,4,0,1,1
929,52,11,4,5,1,0,3
930,52,12,4,5,0,0,2
931,52,13,4,5,1,0,2
932,52,14,5,4,1,1,1
933,52,15,4,5,1,0,2
934,52,16,3,3,,1,2
935,52,17,4,5,1,0,2
936,52,18,3,3,,1,1
937,53,1,5,5,0,0,2
938,53,2,4,4,1,1,1
939,53,3,3,3,,1,1
940,53,4,5,6,1,0,1
941,53,5,4,4,1,1,2
942,53,6,4,4,1,1,2
943,53,7,4,4,1,1,2
944,53,8,5,5,1,0,2
945,53,9,4,6,0,0,2
946,53,10,4,4,1,1,1
947,53,11,4,3,1,1,1
948,53,12,4,4,1,1,2
949,53,13,4,4,0,1,2
950,53,14,5,5,1,0,1
951,53,15,4,3,0,1,1
952,53,16,3,3,,1,2
953,53,17,4,4,1,1,2
954,53,18,3,3,,1,3
955,54,1,5,6,1,0,2
956,54,2,4,3,1,1,1
957,54,3,3,3,,1,2
958,54,4,5,5,0,0,2
959,54,5,4,3,0,1,1
960,54,6,4,4,0,1,2
961,54,7,4,4,1,1,2
962,54,8,5,5,1,0,3
963,54,9,4,4,1,1,1
964,54,10,4,3,0,1,1
965,54,11,4,4,1,1,3
966,54,12,4,5,0,0,2
967,54,13,4,5,1,0,3
968,54,14,5,6,1,0,2
969,54,15,4,4,0,1,2
970,54,16,3,3,,1,2
971,54,17,4,5,0,0,1
972,54,18,3,3,,1,2
973,55,1,5,5,0,0,2
974,55,2,4,5,1,0,1
975,55,3,3,2,,1,1
976,55,4,5,5,0,0,1
977,55,5,4,5,1,0,2
978,55,6,4,4,1,1,2
979,55,7,4,4,1,1,2
980,55,8,5,4,1,1,1
981,55,9,4,5,1,0,2
982,55,10,4,3,1,1,1
983,55,11,4,4,1,1,2
984,55,12,4,4,1,1,2
985,55,13,4,4,0,1,2
986,55,14,5,6,1,0,3
987,55,15,4,4,0,1,2
988,55,16,3,3,,1,2
989,55,17,4,4,1,1,2
990,55,18,3,3,,1,2
991,56,1,5,5,1,0,2
992,56,2,4,3,0,1,1
993,56,3,3,3,,1,3
994,56,4,5,4,0,1,1
995,56,5,4,4,1,1,3
996,56,6,4,4,0,1,2
997,56,7,4,4,1,1,1
998,56,8,5,7,1,0,2
999,56,9,4,3,1,1,1
1000,56,10,4,6,1,0,2
1001,56,11,4,4,0,1,1
1002,56,12,4,4,0,1,2
1003,56,13,4,5,1,0,2
1004,56,14,5,6,1,0,2
1005,56,15,4,4,1,1,1
1006,56,16,3,4,,0,2
1007,56,17,4,4,0,1,3
1008,56,18,3,2,,1,1
1009,57,1,5,5,0,0,2
1010,57,2,4,3,0,1,1
1011,57,3,3,3,,1,2
1012,57,4,5,5,1,0,2
1013,57,5,4,3,0,1,1
1014,57,6,4,3,1,1,1
1015,57,7,4,5,1,0,1
1016,57,8,5,4,1,1,1
1017,57,9,4,4,1,1,2
1018,57,10,4,3,1,1,1
1019,57,11,4,5,0,0,2
1020,57,12,4,5,1,0,2
1021,57,13,4,3,1,1,1
1022,57,14,5,4,0,1,1
1023,57,15,4,3,1,1,1
1024,57,16,3,4,,0,2
1025,57,17,4,5,0,0,2
1026,57,18,3,2,,1,1
1027,58,1,5,6,0,0,2
1028,58,2,4,4,1,1,3
1029,58,3,3,4,,0,2
1030,58,4,5,4,1,1,1
1031,58,5,4,4,0,1,2
1032,58,6,4,4,1,1,2
1033,58,7,4,4,1,1,1
1034,58,8,5,6,1,0,2
1035,58,9,4,4,0,1,2
1036,58,10,4,5,0,0,2
1037,58,11,4,5,1,0,2
1038,58,12,4,4,1,1,2
1039,58,13,4,5,1,0,2
1040,58,14,5,6,1,0,2
1041,58,15,4,5,0,0,3
1042,58,16,3,3,,1,2
1043,58,17,4,4,0,1,2
1044,58,18,3,5,,0,2
1045,59,1,5,4,1,1,1
1046,59,2,4,3,1,1,1
1047,59,3,3,2,,1,1
1048,59,4,5,4,1,1,1
1049,59,5,4,5,1,0,2
1050,59,6,4,5,1,0,2
1051,59,7,4,3,0,1,1
1052,59,8,5,5,1,0,3
1053,59,9,4,4,1,1,1
1054,59,10,4,4,1,1,2
1055,59,11,4,4,0,1,3
1056,59,12,4,4,1,1,2
1057,59,13,4,4,0,1,2
1058,59,14,5,4,0,1,1
1059,59,15,4,4,0,1,2
1060,59,16,3,4,,0,3
1061,59,17,4,3,0,1,1
1062,59,18,3,4,,0,2
1063,60,1,5,4,1,1,1
1064,60,2,4,3,1,1,1
1065,60,3,3,3,,1,2
1066,60,4,5,5,1,0,2
1067,60,5,4,4,0,1,2
1068,60,6,4,4,1,1,3
1069,60,7,4,4,1,1,2
1070,60,8,5,5,0,0,3
1071,60,9,4,4,0,1,2
1072,60,10,4,3,1,1,1
1073,60,11,4,4,1,1,2
1074,60,12,4,3,1,1,1
1075,60,13,4,4,1,1,2
1076,60,14,5,6,1,0,1
1077,60,15,4,4,1,1,3
1078,60,16,3,2,,1,1
1079,60,17,4,4,1,1,2
1080,60,18,3,4,,0,2
1081,61,1,5,5,0,0,2
1082,61,2,4,4,1,1,2
1083,61,3,3,2,,1,1
1084,61,4,5,5,1,0,3
1085,61,5,4,5,1,0,1
1086,61,6,4,4,1,1,2
1087,61,7,4,5,1,0,3
1088,61,8,5,4,1,1,1
1089,61,9,4,4,1,1,3
1090,61,10,4,3,0,1,1
1091,61,11,4,3,0,1,1
1092,61,12,4,4,1,1,1
1093,61,13,4,3,0,1,1
1094,61,14,5,5,1,0,3
1095,61,15,4,3,1,1,1
1096,61,16,3,2,,1,1
1097,61,17,4,4,1,1,2
1098,61,18,3,2,,1,1
1099,62,1,5,4,1,1,1
1100,62,2,4,4,1,1,2
1101,62,3,3,3,,1,3
1102,62,4,5,4,1,1,1
1103,62,5,4,3,1,1,1
1104,62,6,4,4,0,1,3
1105,62,7,4,4,1,1,2
1106,62,8,5,5,1,0,2
1107,62,9,4,4,1,1,3
1108,62,10,4,5,1,0,2
1109,62,11,4,4,1,1,1
1110,62,12,4,4,0,1,2
1111,62,13,4,4,1,1,3
1112,62,14,5,4,0,1,1
1113,62,15,4,3,0,1,1
1114,62,16,3,3,,1,3
1115,62,17,4,4,1,1,2
1116,62,18,3,4,,0,2
1117,63,1,5,4,1,1,1
1118,63,2,4,5,1,0,2
1119,63,3,3,2,,1,1
1120,63,4,5,4,1,1,1
1121,63,5,4,4,0,1,2
1122,63,6,4,3,0,1,1
1123,63,7,4,5,0,0,1
1124,63,8,5,6,1,0,1
1125,63,9,4,3,1,1,1
1126,63,10,4,4,0,1,2
1127,63,11,4,4,1,1,3
1128,63,12,4,4,1,1,2
1129,63,13,4,5,1,0,2
1130,63,14,5,5,0,0,2
1131,63,15,4,5,1,0,2
1132,63,16,3,4,,0,2
1133,63,17,4,4,1,1,2
1134,63,18,3,3,,1,1
1135,64,1,5,6,1,0,3
1136,64,2,4,5,1,0,2
1137,64,3,3,2,,1,1
1138,64,4,5,5,1,0,2
1139,64,5,4,4,1,1,2
1140,64,6,4,4,1,1,1
1141,64,7,4,5,1,0,2
1142,64,8,5,5,0,0,2
1143,64,9,4,4,1,1,1
1144,64,10,4,6,0,0,1
1145,64,11,4,5,1,0,2
1146,64,12,4,3,1,1,1
1147,64,13,4,4,0,1,1
1148,64,14,5,5,1,0,1
1149,64,15,4,4,0,1,3
1150,64,16,3,4,,0,1
1151,64,17,4,4,1,1,1
1152,64,18,3,4,,0,2
1153,65,1,5,5,1,0,1
1154,65,2,4,5,1,0,3
1155,65,3,3,3,,1,1
1156,65,4,5,5,1,0,2
1157,65,5,4,4,1,1,1
1158,65,6,4,4,0,1,2
1159,65,7,4,5,1,0,2
1160,65,8,5,6,0,0,2
1161,65,9,4,4,1,1,1
1162,65,10,4,4,0,1,2
1163,65,11,4,4,0,1,3
1164,65,12,4,4,0,1,2
1165,65,13,4,4,1,1,2
1166,65,14,5,5,0,0,1
1167,65,15,4,4,0,1,1
1168,65,16,3,4,,0,3
1169,65,17,4,3,1,1,1
1170,65,18,3,3,,1,2
1171,66,1,5,5,1,0,2
1172,66,2,4,3,1,1,1
1173,66,3,3,2,,1,1
1174,66,4,5,4,0,1,1
1175,66,5,4,3,0,1,1
1176,66,6,4,5,1,0,1
1177,66,7,4,3,1,1,1
1178,66,8,5,4,0,1,1
1179,66,9,4,4,1,1,2
1180,66,10,4,5,1,0,2
1181,66,11,4,4,1,1,3
1182,66,12,4,4,1,1,2
1183,66,13,4,3,1,1,1
1184,66,14,5,4,0,1,1
1185,66,15,4,4,1,1,2
1186,66,16,3,3,,1,2
1187,66,17,4,5,0,0,2
1188,66,18,3,3,,1,2
1189,67,1,5,5,1,0,2
1190,67,2,4,5,0,0,3
1191,67,3,3,3,,1,2
1192,67,4,5,6,0,0,2
1193,67,5,4,3,0,1,1
1194,67,6,4,4,0,1,1
1195,67,7,4,4,1,1,2
1196,67,8,5,6,0,0,2
1197,67,9,4,4,1,1,2
1198,67,10,4,4,1,1,2
1199,67,11,4,4,0,1,2
1200,67,12,4,4,0,1,1
1201,67,13,4,4,0,1,2
1202,67,14,5,4,0,1,1
1203,67,15,4,4,1,1,2
1204,67,16,3,2,,1,1
1205,67,17,4,4,0,1,1
1206,67,18,3,2,,1,1
1207,68,1,5,5,1,0,2
1208,68,2,4,4,1,1,2
1209,68,3,3,2,,1,1
1210,68,4,5,6,0,0,2
1211,68,5,4,4,1,1,3
1212,68,6,4,4,1,1,2
1213,68,7,4,4,0,1,2
1214,68,8,5,6,0,0,1
1215,68,9,4,5,0,0,2
1216,68,10,4,4,1,1,3
1217,68,11,4,4,1,1,2
1218,68,12,4,5,1,0,2
1219,68,13,4,6,0,0,3
1220,68,14,5,6,1,0,1
1221,68,15,4,4,0,1,3
1222,68,16,3,3,,1,2
1223,68,17,4,3,1,1,1
1224,68,18,3,2,,1,1
1225,69,1,5,5,1,0,2
1226,69,2,4,5,1,0,1
1227,69,3,3,4,,0,3
1228,69,4,5,5,0,0,1
1229,69,5,4,3,1,1,1
1230,69,6,4,4,1,1,1
1231,69,7,4,4,1,1,1
1232,69,8,5,4,0,1,1
1233,69,9,4,3,1,1,1
1234,69,10,4,3,1,1,1
1235,69,11,4,4,1,1,3
1236,69,12,4,4,0,1,3
1237,69,13,4,4,0,1,2
1238,69,14,5,5,0,0,3
1239,69,15,4,4,1,1,1
1240,69,16,3,4,,0,2
1241,69,17,4,4,1,1,3
1242,69,18,3,3,,1,1
1243,70,1,5,4,1,1,1
1244,70,2,4,4,0,1,2
1245,70,3,3,3,,1,3
1246,70,4,5,5,0,0,2
1247,70,5,4,4,0,1,2
1248,70,6,4,3,0,1,1
1249,70,7,4,4,0,1,1
1250,70,8,5,4,1,1,1
1251,70,9,4,5,1,0,2
1252,70,10,4,4,1,1,2
1253,70,11,4,4,1,1,2
1254,70,12,4,5,0,0,2
1255,70,13,4,3,0,1,1
1256,70,14,5,5,0,0,1
1257,70,15,4,3,1,1,1
1258,70,16,3,4,,0,2
1259,70,17,4,4,1,1,3
1260,70,18,3,3,,1,2
1261,71,1,5,4,0,1,1
1262,71,2,4,4,1,1,2
1263,71,3,3,3,,1,1
1264,71,4,5,5,0,0,2
1265,71,5,4,5,0,0,2
1266,71,6,4,4,0,1,1
1267,71,7,4,3,0,1,1
1268,71,8,5,4,0,1,1
1269,71,9,4,3,1,1,1
1270,71,10,4,3,1,1,1
1271,71,11,4,4,0,1,2
1272,71,12,4,3,1,1,1
1273,71,13,4,5,0,0,1
1274,71,14,5,5,1,0,2
1275,71,15,4,4,1,1,2
1276,71,16,3,5,,0,2
1277,71,17,4,4,1,1,2
1278,71,18,3,4,,0,2
1279,72,1,5,6,1,0,3
1280,72,2,4,4,1,1,1
1281,72,3,3,2,,1,1
1282,72,4,5,6,1,0,2
1283,72,5,4,5,0,0,2
1284,72,6,4,3,1,1,1
1285,72,7,4,4,0,1,1
1286,72,8,5,4,1,1,1
1287,72,9,4,5,1,0,2
1288,72,10,4,4,0,1,2
1289,72,11,4,3,1,1,1
1290,72,12,4,3,0,1,1
1291,72,13,4,5,1,0,1
1292,72,14,5,5,1,0,3
1293,72,15,4,5,1,0,2
1294,72,16,3,2,,1,1
1295,72,17,4,4,0,1,3
1296,72,18,3,3,,1,3
1297,73,1,5,6,1,0,2
1298,73,2,4,5,1,0,1
1299,73,3,3,3,,1,2
1300,73,4,5,5,1,0,2
1301,73,5,4,3,1,1,1
1302,73,6,4,4,1,1,2
1303,73,7,4,4,1,1,3
1304,73,8,5,4,1,1,1
1305,73,9,4,4,0,1,2
1306,73,10,4,4,1,1,2
1307,73,11,4,3,1,1,1
1308,73,12,4,3,1,1,1
1309,73,13,4,5,1,0,2
1310,73,14,5,5,0,0,3
1311,73,15,4,4,1,1,2
1312,73,16,3,3,,1,2
1313,73,17,4,5,0,0,3
1314,73,18,3,3,,1,3
1315,74,1,5,5,1,0,2
1316,74,2,4,5,0,0,2
1317,74,3,3,4,,0,1
1318,74,4,5,5,0,0,2
1319,74,5,4,3,1,1,1
1320,74,6,4,4,1,1,1
1321,74,7,4,4,1,1,2
1322,74,8,5,5,1,0,1
1323,74,9,4,5,1,0,2
1324,74,10,4,5,0,0,2
1325,74,11,4,4,1,1,2
1326,74,12,4,4,1,1,2
1327,74,13,4,4,0,1,2
1328,74,14,5,4,1,1,1
1329,74,15,4,3,1,1,1
1330,74,16,3,2,,1,1
1331,74,17,4,4,1,1,1
1332,74,18,3,3,,1,3
1333,75,1,5,6,1,0,2
1334,75,2,4,5,1,0,3
1335,75,3,3,3,,1,3
1336,75,4,5,4,1,1,1
1337,75,5,4,3,1,1,1
1338,75,6,4,4,1,1,3
1339,75,7,4,4,0,1,3
1340,75,8,5,4,0,1,1
1341,75,9,4,4,1,1,2
1342,75,10,4,4,0,1,2
1343,75,11,4,4,1,1,2
1344,75,12,4,4,0,1,3
1345,75,13,4,4,1,1,1
1346,75,14,5,5,1,0,2
1347,75,15,4,5,0,0,2
1348,75,16,3,2,,1,1
1349,75,17,4,5,1,0,1
1350,75,18,3,3,,1,2
1351,76,1,5,5,1,0,1
1352,76,2,4,4,0,1,2
1353,76,3,3,3,,1,1
1354,76,4,5,5,1,0,1
1355,76,5,4,4,0,1,2
1356,76,6,4,3,0,1,1
1357,76,7,4,3,0,1,1
1358,76,8,5,6,1,0,3
1359,76,9,4,3,0,1,1
1360,76,10,4,4,1,1,1
1361,76,11,4,5,1,0,2
1362,76,12,4,3,1,1,1
1363,76,13,4,5,1,0,2
1364,76,14,5,5,0,0,3
1365,76,15,4,4,1,1,3
1366,76,16,3,4,,0,2
1367,76,17,4,3,1,1,1
1368,76,18,3,3,,1,2
1369,77,1,5,4,1,1,1
1370,77,2,4,3,1,1,1
1371,77,3,3,3,,1,2
1372,77,4,5,5,1,0,2
1373,77,5,4,5,1,0,2
1374,77,6,4,3,1,1,1
1375,77,7,4,5,0,0,2
1376,77,8,5,6,1,0,2
1377,77,9,4,4,1,1,2
1378,77,10,4,3,0,1,1
1379,77,11,4,4,1,1,2
1380,77,12,4,3,1,1,1
1381,77,13,4,3,1,1,1
1382,77,14,5,5,0,0,2
1383,77,15,4,4,0,1,2
1384,77,16,3,2,,1,1
1385,77,17,4,3,0,1,1
1386,77,18,3,2,,1,1
1387,78,1,5,5,1,0,2
1388,78,2,4,4,0,1,2
1389,78,3,3,3,,1,3
1390,78,4,5,4,0,1,1
1391,78,5,4,5,1,0,2
1392,78,6,4,3,1,1,1
1393,78,7,4,4,1,1,2
1394,78,8,5,5,1,0,1
1395,78,9,4,5,0,0,1
1396,78,10,4,4,1,1,2
1397,78,11,4,4,1,1,2
1398,78,12,4,5,1,0,3
1399,78,13,4,4,1,1,2
1400,78,14,5,6,0,0,2
1401,78,15,4,4,1,1,1
1402,78,16,3,3,,1,3
1403,78,17,4,4,0,1,1
1404,78,18,3,4,,0,2
1405,79,1,5,5,0,0,2
1406,79,2,4,3,1,1,1
1407,79,3,3,4,,0,2
1408,79,4,5,5,0,0,2
1409,79,5,4,3,1,1,1
1410,79,6,4,5,1,0,3
1411,79,7,4,3,1,1,1
1412,79,8,5,4,1,1,1
1413,79,9,4,4,1,1,2
1414,79,10,4,5,1,0,2
1415,79,11,4,4,1,1,2
1416,79,12,4,4,0,1,2
1417,79,13,4,5,1,0,2
1418,79,14,5,4,0,1,1
1419,79,15,4,4,1,1,3
1420,79,16,3,4,,0,3
1421,79,17,4,3,1,1,1
1422,79,18,3,2,,1,1
1423,80,1,5,4,1,1,1
1424,80,2,4,4,1,1,2
1425,80,3,3,2,,1,1
1426,80,4,5,4,1,1,1
1427,80,5,4,4,1,1,2
1428,80,6,4,3,1,1,1
1429,80,7,4,4,1,1,2
1430,80,8,5,5,1,0,3
1431,80,9,4,4,0,1,2
1432,80,10,4,4,1,1,3
1433,80,11,4,5,0,0,1
1434,80,12,4,4,1,1,2
1435,80,13,4,4,1,1,3
1436,80,14,5,4,0,1,1
1437,80,15,4,4,1,1,2
1438,80,16,3,4,,0,2
1439,80,17,4,4,1,1,2
1440,80,18,3,3,,1,2
1441,81,1,5,5,1,0,1
1442,81,2,4,5,1,0,2
1443,81,3,3,3,,1,2
1444,81,4,5,6,1,0,1
1445,81,5,4,4,1,1,3
1446,81,6,4,4,0,1,2
1447,81,7,4,4,1,1,2
1448,81,8,5,6,0,0,3
1449,81,9,4,3,1,1,1
1450,81,10,4,4,0,1,1
1451,81,11,4,5,1,0,2
1452,81,12,4,3,1,1,1
1453,81,13,4,4,0,1,2
1454,81,14,5,4,1,1,1
1455,81,15,4,5,0,0,2
1456,81,16,3,3,,1,2
1457,81,17,4,5,1,0,1
1458,81,18,3,4,,0,1
1459,82,1,5,4,0,1,1
1460,82,2,4,5,0,0,3
1461,82,3,3,3,,1,2
1462,82,4,5,5,1,0,1
1463,82,5,4,4,1,1,3
1464,82,6,4,4,0,1,1
1465,82,7,4,4,1,1,1
1466,82,8,5,5,0,0,1
1467,82,9,4,5,1,0,3
1468,82,10,4,4,0,1,2
1469,82,11,4,4,0,1,3
1470,82,12,4,4,0,1,1
1471,82,13,4,4,1,1,2
1472,82,14,5,6,1,0,2
1473,82,15,4,4,0,1,1
1474,82,16,3,3,,1,3
1475,82,17,4,4,1,1,2
1476,82,18,3,4,,0,2
1477,83,1,5,5,0,0,3
1478,83,2,4,5,0,0,2
1479,83,3,3,3,,1,2
1480,83,4,5,6,0,0,3
1481,83,5,4,5,1,0,3
1482,83,6,4,4,1,1,2
1483,83,7,4,4,1,1,2
1484,83,8,5,5,0,0,3
1485,83,9,4,5,0,0,2
1486,83,10,4,4,1,1,2
1487,83,11,4,5,1,0,2
1488,83,12,4,3,0,1,1
1489,83,13,4,4,0,1,2
1490,83,14,5,6,1,0,1
1491,83,15,4,4,1,1,2
1492,83,16,3,4,,0,1
1493,83,17,4,4,0,1,1
1494,83,18,3,4,,0,2
1495,84,1,5,5,1,0,1
1496,84,2,4,4,0,1,3
1497,84,3,3,3,,1,3
1498,84,4,5,5,1,0,1
1499,84,5,4,4,1,1,1
1500,84,6,4,4,1,1,2
1501,84,7,4,5,1,0,2
1502,84,8,5,4,1,1,1
1503,84,9,4,4,1,1,3
1504,84,10,4,3,0,1,1
1505,84,11,4,4,1,1,1
1506,84,12,4,5,1,0,2
1507,84,13,4,4,0,1,2
1508,84,14,5,5,0,0,2
1509,84,15,4,3,1,1,1
1510,84,16,3,2,,1,1
1511,84,17,4,5,1,0,2
1512,84,18,3,3,,1,2
1513,85,1,5,7,1,0,3
1514,85,2,4,5,0,0,2
1515,85,3,3,3,,1,2
1516,85,4,5,5,0,0,2
1517,85,5,4,3,1,1,1
1518,85,6,4,3,0,1,1
1519,85,7,4,5,1,0,3
1520,85,8,5,5,1,0,2
1521,85,9,4,4,0,1,3
1522,85,10,4,4,0,1,2
1523,85,11,4,4,1,1,2
1524,85,12,4,5,0,0,2
1525,85,13,4,4,0,1,2
1526,85,14,5,4,1,1,1
1527,85,15,4,4,1,1,1
1528,85,16,3,4,,0,2
1529,85,17,4,6,1,0,3
1530,85,18,3,4,,0,2
1531,86,1,5,5,0,0,2
1532,86,2,4,3,0,1,1
1533,86,3,3,2,,1,1
1534,86,4,5,5,1,0,3
1535,86,5,4,4,0,1,2
1536,86,6,4,5,1,0,2
1537,86,7,4,5,0,0,3
1538,86,8,5,5,0,0,2
1539,86,9,4,3,0,1,1
1540,86,10,4,5,1,0,2
1541,86,11,4,4,0,1,2
1542,86,12,4,3,1,1,1
1543,86,13,4,4,1,1,1
1544,86,14,5,6,1,0,3
1545,86,15,4,4,0,1,3
1546,86,16,3,2,,1,1
1547,86,17,4,3,1,1,1
1548,86,18,3,3,,1,1
1549,87,1,5,5,1,0,3
1550,87,2,4,4,1,1,2
1551,87,3,3,3,,1,3
1552,87,4,5,4,1,1,1
1553,87,5,4,4,1,1,1
1554,87,6,4,3,1,1,1
1555,87,7,4,4,0,1,1
1556,87,8,5,6,1,0,3
1557,87,9,4,4,1,1,2
1558,87,10,4,3,1,1,1
1559,87,11,4,4,1,1,2
1560,87,12,4,4,0,1,3
1561,87,13,4,4,1,1,2
1562,87,14,5,5,1,0,3
1563,87,15,4,4,0,1,2
1564,87,16,3,4,,0,2
1565,87,17,4,4,1,1,1
1566,87,18,3,2,,1,1
1567,88,1,5,5,1,0,3
1568,88,2,4,4,1,1,1
1569,88,3,3,3,,1,1
1570,88,4,5,4,1,1,1
1571,88,5,4,3,1,1,1
1572,88,6,4,5,1,0,2
1573,88,7,4,3,0,1,1
1574,88,8,5,5,1,0,3
1575,88,9,4,4,0,1,2
1576,88,10,4,5,0,0,2
1577,88,11,4,5,0,0,2
1578,88,12,4,3,0,1,1
1579,88,13,4,4,0,1,1
1580,88,14,5,5,1,0,3
1581,88,15,4,5,1,0,1
1582,88,16,3,4,,0,2
1583,88,17,4,4,0,1,2
1584,88,18,3,3,,1,3
1585,89,1,5,5,0,0,1
1586,89,2,4,4,1,1,3
1587,89,3,3,3,,1,1
1588,89,4,5,5,0,0,3
1589,89,5,4,5,1,0,2
1590,89,6,4,4,1,1,2
1591,89,7,4,3,0,1,1
1592,89,8,5,5,1,0,2
1593,89,9,4,4,0,1,1
1594,89,10,4,6,1,0,2
1595,89,11,4,3,1,1,1
1596,89,12,4,5,0,0,1
1597,89,13,4,5,1,0,2
1598,89,14,5,5,1,0,3
1599,89,15,4,4,1,1,2
1600,89,16,3,3,,1,3
1601,89,17,4,4,0,1,2
1602,89,18,3,3,,1,1
1603,90,1,5,5,1,0,1
1604,90,2,4,4,0,1,2
1605,90,3,3,3,,1,2
1606,90,4,5,4,1,1,1
1607,90,5,4,5,0,0,2
1608,90,6,4,4,1,1,1
1609,90,7,4,4,1,1,3
1610,90,8,5,4,1,1,1
1611,90,9,4,4,0,1,2
1612,90,10,4,3,1,1,1
1613,90,11,4,4,0,1,2
1614,90,12,4,3,1,1,1
1615,90,13,4,4,0,1,1
1616,90,14,5,5,0,0,2
1617,90,15,4,4,0,1,2
1618,90,16,3,2,,1,1
1619,90,17,4,5,0,0,2
1620,90,18,3,3,,1,1
1621,91,1,5,4,0,1,1
1622,91,2,4,6,1,0,1
1623,91,3,3,3,,1,1
1624,91,4,5,5,1,0,2
1625,91,5,4,4,1,1,2
1626,91,6,4,3,1,1,1
1627,91,7,4,4,0,1,1
1628,91,8,5,5,0,0,2
1629,91,9,4,4,1,1,3
1630,91,10,4,5,0,0,3
1631,91,11,4,4,0,1,1
1632,91,12,4,4,1,1,2
1633,91,13,4,3,1,1,1
1634,91,14,5,4,0,1,1
1635,91,15,4,4,0,1,1
1636,91,16,3,4,,0,1
1637,91,17,4,5,0,0,2
1638,91,18,3,4,,0,2
1639,92,1,5,5,0,0,2
1640,92,2,4,5,0,0,2
1641,92,3,3,4,,0,2
1642,92,4,5,5,1,0,2
1643,92,5,4,5,1,0,3
1644,92,6,4,4,1,1,2
1645,92,7,4,4,0,1,2
1646,92,8,5,6,1,0,2
1647,92,9,4,4,0,1,2
1648,92,10,4,4,0,1,1
1649,92,11,4,3,1,1,1
1650,92,12,4,3,0,1,1
1651,92,13,4,3,1,1,1
1652,92,14,5,5,0,0,2
1653,92,15,4,3,0,1,1
1654,92,16,3,4,,0,2
1655,92,17,4,3,1,1,1
1656,92,18,3,2,,1,1
1657,93,1,5,5,0,0,1
1658,93,2,4,5,0,0,1
1659,93,3,3,4,,0,2
1660,93,4,5,5,1,0,2
1661,93,5,4,4,0,1,2
1662,93,6,4,5,1,0,3
1663,93,7,4,4,0,1,1
1664,93,8,5,5,1,0,2
1665,93,9,4,4,1,1,2
1666,93,10,4,5,0,0,3
1667,93,11,4,3,1,1,1
1668,93,12,4,4,1,1,1
1669,93,13,4,3,0,1,1
1670,93,14,5,4,1,1,1
1671,93,15,4,4,1,1,2
1672,93,16,3,2,,1,1
1673,93,17,4,5,1,0,2
1674,93,18,3,3,,1,2
1675,94,1,5,5,1,0,2
1676,94,2,4,3,1,1,1
1677,94,3,3,3,,1,2
1678,94,4,5,4,1,1,1
1679,94,5,4,4,1,1,1
1680,94,6,4,4,0,1,1
1681,94,7,4,4,1,1,3
1682,94,8,5,6,0,0,2
1683,94,9,4,4,1,1,2
1684,94,10,4,4,1,1,3
1685,94,11,4,6,0,0,1
1686,94,12,4,3,1,1,1
1687,94,13,4,6,1,0,2
1688,94,14,5,5,0,0,2
1689,94,15,4,3,1,1,1
1690,94,16,3,3,,1,2
1691,94,17,4,3,0,1,1
1692,94,18,3,4,,0,2
1693,95,1,5,6,0,0,2
1694,95,2,4,3,1,1,1
1695,95,3,3,2,,1,1
1696,95,4,5,5,0,0,3
1697,95,5,4,4,0,1,2
1698,95,6,4,4,1,1,3
1699,95,7,4,3,1,1,1
1700,95,8,5,4,1,1,1
1701,95,9,4,4,1,1,2
1702,95,10,4,3,1,1,1
1703,95,11,4,4,1,1,3
1704,95,12,4,5,0,0,2
1705,95,13,4,5,0,0,2
1706,95,14,5,4,1,1,1
1707,95,15,4,4,1,1,2
1708,95,16,3,2,,1,1
1709,95,17,4,5,0,0,3
1710,95,18,3,4,,0,2
1711,96,1,5,6,1,0,1
1712,96,2,4,4,1,1,1
1713,96,3,3,3,,1,2
1714,96,4,5,4,0,1,1
1715,96,5,4,4,0,1,2
